"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"ATP6V1H",-2.58,2.7,-16.8,6.7e-35,7.76e-33,"None","51606","ATPase H+ transporting V1 subunit H","down",34.1739251972992
"SORBS2",3.68,2.7,16.7,8.18e-35,9.29e-33,"None","8470","sorbin and SH3 domain containing 2","up",34.0872466963287
"ANXA4",7.44,5.44,16.7,9.2e-35,1.03e-32,"Non-endocrine","307","annexin A4","up",34.0362121726544
"MTMR7",-3.32,0.732,-16.7,9.38e-35,1.03e-32,"None","9108","myotubularin related protein 7","down",34.0277971616209
"KRT18",4.84,7.05,16.7,1.07e-34,1.15e-32,"None","3875","keratin 18","up",33.9706162223148
"STXBP5",-2.77,2.71,-16.7,1.32e-34,1.4e-32,"None","134957","syntaxin binding protein 5","down",33.8794260687942
"TBL2",3.71,1.21,16.6,2.27e-34,2.36e-32,"--","26608","transducin beta like 2","up",33.6439741428069
"MAN1C1",-3.86,0.0103,-16.5,3.41e-34,3.48e-32,"None","57134","mannosidase alpha class 1C member 1","down",33.4672456210075
"SYT5",-4,1.75,-16.4,5.55e-34,5.58e-32,"None","6861","synaptotagmin 5","down",33.2557070168773
"DMXL2",-2.48,0.758,-16.3,9.93e-34,9.83e-32,"None","23312","Dmx like 2","down",33.0030507515046
"RAB3C",-4.25,1.74,-16.2,1.41e-33,1.37e-31,"None","115827","RAB3C, member RAS oncogene family","down",32.8507808873446
"LYN",3.64,-0.481,16.2,1.51e-33,1.45e-31,"None","4067","LYN proto-oncogene, Src family tyrosine kinase","up",32.8210230527068
"GPRIN3",-2.83,-0.173,-16.2,2.05e-33,1.93e-31,"None","285513","GPRIN family member 3","down",32.6882461389442
"MYEF2",-1.91,2.6,-16.1,2.59e-33,2.41e-31,"None","50804","myelin expression factor 2","down",32.5867002359187
"GNAS",-3.09,2.21,-16,4.22e-33,3.86e-31,"Endocrine","2778","GNAS complex locus","down",32.3746875490383
"PSAT1",7.71,1.34,16,5.54e-33,5e-31,"Non-endocrine","29968","phosphoserine aminotransferase 1","up",32.2564902352716
"SV2A",-3.23,1.33,-16,6.03e-33,5.37e-31,"Endocrine","9900","synaptic vesicle glycoprotein 2A","down",32.2196826878599
"RCC1",2.9,1.68,15.9,7.04e-33,6.17e-31,"Non-endocrine","1104","regulator of chromosome condensation 1","up",32.1524273408579
"IMPA2",6.7,1.23,15.9,8.69e-33,7.51e-31,"Non-endocrine","3613","inositol monophosphatase 2","up",32.0609802235513
"TMCC3",-3.14,-0.309,-15.9,1.11e-32,9.48e-31,"None","57458","transmembrane and coiled-coil domain family 3","down",31.9546770212133
"INPP4A",-2.24,0.261,-15.8,1.33e-32,1.12e-30,"None","3631","inositol polyphosphate-4-phosphatase type I A","down",31.8761483590329
"TC2N",4.85,-0.966,15.8,1.39e-32,1.15e-30,"Non-endocrine","123036","tandem C2 domains, nuclear","up",31.8569851997459
"TMEM214",3.33,0.933,15.7,2.07e-32,1.69e-30,"--","54867","transmembrane protein 214","up",31.6840296545431
"GGT1",7.64,0.374,15.7,2.37e-32,1.91e-30,"Non-endocrine","2678","gamma-glutamyltransferase 1","up",31.6252516539899
"PAM",-4.12,3.22,-15.7,2.4e-32,1.91e-30,"None","5066","peptidylglycine alpha-amidating monooxygenase","down",31.6197887582884
"SLC4A4",6.39,0.693,15.7,2.91e-32,2.29e-30,"Non-endocrine","8671","solute carrier family 4 member 4","up",31.5361070110141
"SGSM1",-2.79,0.519,-15.7,3.22e-32,2.5e-30,"None","129049","small G protein signaling modulator 1","down",31.4921441283042
"PCSK1",-5.02,3.35,-15.6,3.87e-32,2.97e-30,"None","5122","proprotein convertase subtilisin/kexin type 1","down",31.4122890349811
"RAB2B",-2.49,0.341,-15.5,6.22e-32,4.71e-30,"None","84932","RAB2B, member RAS oncogene family","down",31.2062096153092
"GDI1",-2.55,4.05,-15.5,7.07e-32,5.3e-30,"--","2664","GDP dissociation inhibitor 1","down",31.1505805862031
"ANPEP",7.73,1.26,15.5,8.07e-32,5.97e-30,"Non-endocrine","290","alanyl aminopeptidase, membrane","up",31.0931264652779
"SEPTIN5",-2.37,0.706,-15.4,1.13e-31,8.24e-30,"Endocrine","5413","septin 5","down",30.9469215565166
"CD44",6.57,2.36,15.4,1.18e-31,8.49e-30,"None","960","CD44 molecule (Indian blood group)","up",30.9281179926939
"ANXA2",3.93,5.72,15.4,1.22e-31,8.73e-30,"None","302","annexin A2","up",30.9136401693253
"TMOD3",2.58,0.691,15.4,1.41e-31,9.96e-30,"--","29766","tropomodulin 3","up",30.8507808873446
"ALDH3A2",3.3,1.96,15.4,1.61e-31,1.13e-29,"None","224","aldehyde dehydrogenase 3 family member A2","up",30.7931741239682
"TMEM63C",-3.5,1.47,-15.4,1.7e-31,1.17e-29,"None","57156","transmembrane protein 63C","down",30.7695510786217
"TP53BP1",-2.53,1.26,-15.3,1.89e-31,1.29e-29,"None","7158","tumor protein p53 binding protein 1","down",30.7235381958268
"NIBAN2",2.22,2.68,15.3,1.96e-31,1.32e-29,"--","64855","niban apoptosis regulator 2","up",30.7077439286435
"UCHL1",-4.72,5.11,-15.3,2.08e-31,1.39e-29,"Endocrine","7345","ubiquitin C-terminal hydrolase L1","down",30.6819366650372
"GDA",-4.1,2.86,-15.3,2.32e-31,1.53e-29,"None","9615","guanine deaminase","down",30.6345120151091
"EML4",3.08,2.12,15.3,2.35e-31,1.53e-29,"--","27436","EMAP like 4","up",30.6289321377283
"RAB3A",-4.24,1.88,-15.3,2.85e-31,1.84e-29,"None","5864","RAB3A, member RAS oncogene family","down",30.5451551399915
"CHGA",-5.1,2.96,-15.2,3.28e-31,2.09e-29,"None","1113","chromogranin A","down",30.4841261562883
"PLCXD3",-5.05,2.02,-15.2,3.36e-31,2.13e-29,"None","345557","phosphatidylinositol specific phospholipase C X domain containing 3","down",30.4736607226102
"F11R",2.52,1.3,15.2,4.39e-31,2.75e-29,"None","50848","F11 receptor","up",30.3575354797579
"SYT7",-2.77,1.93,-15.2,4.61e-31,2.86e-29,"None","9066","synaptotagmin 7","down",30.3362990746104
"ANKH",-3.06,0.605,-15.2,5.04e-31,3.1e-29,"Endocrine","56172","ANKH inorganic pyrophosphate transport regulator","down",30.2975694635545
"ALDH1L2",6.18,1.56,15.1,6.26e-31,3.8e-29,"Non-endocrine","160428","aldehyde dehydrogenase 1 family member L2","up",30.2034256667896
"MADD",-2.5,0.192,-15.1,6.82e-31,4.1e-29,"Endocrine","8567","MAP kinase activating death domain","down",30.1662156253435
"KRT8",4.62,6.35,15.1,7.52e-31,4.48e-29,"None","3856","keratin 8","up",30.1237821594084
"NPDC1",-4.04,0.384,-15.1,7.94e-31,4.69e-29,"None","56654","neural proliferation, differentiation and control 1","down",30.1001794975729
"TPST2",9.29,-1.99,15.1,8.07e-31,4.72e-29,"Non-endocrine","8459","tyrosylprotein sulfotransferase 2","up",30.0931264652779
"TMEM97",9.14,1.85,15,1.39e-30,8.02e-29,"Non-endocrine","27346","transmembrane protein 97","up",29.8569851997459
"WFS1",-2.67,2.79,-14.9,1.85e-30,1.06e-28,"None","7466","wolframin ER transmembrane glycoprotein","down",29.732828271597
"AMPD2",-2.84,3.41,-14.9,2.32e-30,1.32e-28,"Endocrine","271","adenosine monophosphate deaminase 2","down",29.6345120151091
"ZKSCAN1",-2.28,0.0709,-14.9,3.08e-30,1.74e-28,"None","7586","zinc finger with KRAB and SCAN domains 1","down",29.5114492834996
"SYP",-3.25,2.94,-14.8,3.8e-30,2.12e-28,"None","6855","synaptophysin","down",29.4202164033832
"HDAC7",4.41,1.48,14.7,6.5e-30,3.6e-28,"None","51564","histone deacetylase 7","up",29.1870866433571
"RPH3AL",-3.65,2.1,-14.7,7e-30,3.83e-28,"None","9501","rabphilin 3A like (without C2 domains)","down",29.1549019599857
"EPM2AIP1",-2.44,1.32,-14.7,7.08e-30,3.85e-28,"--","9852","EPM2A interacting protein 1","down",29.1499667423102
"CTH",6.7,-0.51,14.7,7.35e-30,3.96e-28,"None","1491","cystathionine gamma-lyase","up",29.1337126609158
"MTFR1L",-2.22,0.466,-14.7,8.22e-30,4.39e-28,"--","56181","mitochondrial fission regulator 1 like","down",29.08512818246
"PPIF",3.14,1.27,14.7,9.51e-30,5.03e-28,"None","10105","peptidylprolyl isomerase F","up",29.0218194830626
"GCK",-3.21,-1.12,-14.6,1.07e-29,5.59e-28,"Endocrine","2645","glucokinase","down",28.9706162223148
"GNAZ",-2.67,1.29,-14.6,1.48e-29,7.71e-28,"None","2781","G protein subunit alpha z","down",28.829738284605
"SOGA3",-2.44,-0.28,-14.6,1.63e-29,8.39e-28,"None","387104","SOGA family member 3","down",28.787812395596
"SLC2A13",-3.54,1.27,-14.6,1.65e-29,8.42e-28,"Endocrine","114134","solute carrier family 2 member 13","down",28.7825160557861
"TERF2IP",-2.37,0.249,-14.6,1.66e-29,8.42e-28,"--","54386","TERF2 interacting protein","down",28.7798919119599
"SARM1",-2.64,1.16,-14.5,1.73e-29,8.68e-28,"--","23098","sterile alpha and TIR motif containing 1","down",28.7619538968712
"PFKM",-2.32,3.57,-14.5,1.85e-29,9.24e-28,"Endocrine","5213","phosphofructokinase, muscle","down",28.732828271597
"RUFY3",-2.59,1.44,-14.5,2.36e-29,1.17e-27,"Endocrine","22902","RUN and FYVE domain containing 3","down",28.6270879970299
"CYB5A",4.34,2.92,14.5,2.39e-29,1.17e-27,"Non-endocrine","1528","cytochrome b5 type A","up",28.6216020990519
"FBP1",3.6,1.33,14.5,2.48e-29,1.21e-27,"None","2203","fructose-bisphosphatase 1","up",28.6055483191738
"MYO5A",-1.96,1.11,-14.4,3.33e-29,1.61e-27,"None","4644","myosin VA","down",28.4775557664937
"BCAT1",9.99,-0.343,14.4,3.45e-29,1.65e-27,"Non-endocrine","586","branched chain amino acid transaminase 1","up",28.4621809049267
"WDR7",-2.04,0.872,-14.4,3.47e-29,1.65e-27,"None","23335","WD repeat domain 7","down",28.4596705252091
"AQP1",7.94,1.34,14.4,3.54e-29,1.67e-27,"Non-endocrine","358","aquaporin 1 (Colton blood group)","up",28.4509967379742
"FAM169A",-2.93,1.8,-14.4,3.82e-29,1.79e-27,"None","26049","family with sequence similarity 169 member A","down",28.4179366370883
"VAT1",-2.79,6.47,-14.3,5.51e-29,2.56e-27,"--","10493","vesicle amine transport 1","down",28.2588484011482
"MGST1",6.38,-0.753,14.3,5.54e-29,2.56e-27,"Non-endocrine","4257","microsomal glutathione S-transferase 1","up",28.2564902352716
"DNM1L",-1.98,2.25,-14.3,5.65e-29,2.59e-27,"--","10059","dynamin 1 like","down",28.2479515521806
"DPYSL2",-2.13,4.47,-14.3,5.86e-29,2.67e-27,"None","1808","dihydropyrimidinase like 2","down",28.2321023839819
"SERPING1",7.12,-0.747,14.3,6.67e-29,3.01e-27,"Non-endocrine","710","serpin family G member 1","up",28.1758741660834
"PLEKHA7",4.81,-0.992,14.3,6.82e-29,3.05e-27,"None","144100","pleckstrin homology domain containing A7","up",28.1662156253435
"PDIA5",2.79,1.11,14.3,7.98e-29,3.55e-27,"None","10954","protein disulfide isomerase family A member 5","up",28.0979971086493
"ANO6",4.16,-1.72,14.2,1.01e-28,4.46e-27,"None","196527","anoctamin 6","up",27.9956786262174
"OLFM2",-3.78,0.32,-14.2,1.21e-28,5.32e-27,"Endocrine","93145","olfactomedin 2","down",27.9172146296835
"GNAO1",-2.88,3.57,-14.2,1.33e-28,5.77e-27,"Endocrine","2775","G protein subunit alpha o1","down",27.8761483590329
"HNMT",3.96,1.42,14.2,1.63e-28,7.03e-27,"None","3176","histamine N-methyltransferase","up",27.787812395596
"GATM",9.5,4.32,14.1,1.87e-28,8.02e-27,"Non-endocrine","2628","glycine amidinotransferase","up",27.7281583934635
"CNRIP1",-3.06,0.308,-14.1,1.93e-28,8.24e-27,"None","25927","cannabinoid receptor interacting protein 1","down",27.7144426909922
"ALG5",2.99,1.46,14.1,2.31e-28,9.76e-27,"None","29880","ALG5 dolichyl-phosphate beta-glucosyltransferase","up",27.6363880201079
"GGA2",-2.15,0.751,-14,3.06e-28,1.29e-26,"--","23062","golgi associated, gamma adaptin ear containing, ARF binding protein 2","down",27.5142785735184
"GAD2",-3.72,2.3,-14,3.12e-28,1.3e-26,"None","2572","glutamate decarboxylase 2","down",27.5058454059816
"ACLY",-3.17,4.81,-14,3.13e-28,1.3e-26,"None","47","ATP citrate lyase","down",27.5044556624536
"CDK5",-1.68,0.534,-14,3.57e-28,1.47e-26,"None","1020","cyclin dependent kinase 5","down",27.4473317838878
"MTMR9",-1.92,1.39,-14,3.73e-28,1.53e-26,"--","66036","myotubularin related protein 9","down",27.4282911681913
"RAB39A",-3.15,-0.866,-14,3.82e-28,1.55e-26,"None","54734","RAB39A, member RAS oncogene family","down",27.4179366370883
"FAM234B",-3.4,-0.935,-14,3.87e-28,1.56e-26,"None","57613","family with sequence similarity 234 member B","down",27.4122890349811
"RPS4X",1.63,4.84,14,4.29e-28,1.72e-26,"None","6191","ribosomal protein S4 X-linked","up",27.3675427078153
"PRPS1",-2.08,3.42,-14,4.54e-28,1.81e-26,"--","5631","phosphoribosyl pyrophosphate synthetase 1","down",27.3429441471429
"HOGA1",7.7,0.915,14,4.97e-28,1.97e-26,"Non-endocrine","112817","4-hydroxy-2-oxoglutarate aldolase 1","up",27.3036436112667
"PPP1R13L",3.64,-0.178,13.9,5.6e-28,2.2e-26,"Non-endocrine","10848","protein phosphatase 1 regulatory subunit 13 like","up",27.2518119729938
"NOVA1",-4.27,0.379,-13.9,6.07e-28,2.37e-26,"None","4857","NOVA alternative splicing regulator 1","down",27.2168113089247
"ATP6V1C1",-1.85,2.41,-13.9,6.1e-28,2.37e-26,"None","528","ATPase H+ transporting V1 subunit C1","down",27.2146701649892
"CA2",7.21,2.33,13.9,6.92e-28,2.67e-26,"Non-endocrine","760","carbonic anhydrase 2","up",27.1598939055432
"CDS2",-2.52,1.1,-13.9,7.28e-28,2.78e-26,"None","8760","CDP-diacylglycerol synthase 2","down",27.137868620687
"EEF1A2",-3.65,4.2,-13.9,7.3e-28,2.78e-26,"None","1917","eukaryotic translation elongation factor 1 alpha 2","down",27.1366771398795
"SH3BP4",2.79,0.565,13.9,7.59e-28,2.88e-26,"None","23677","SH3 domain binding protein 4","up",27.1197582241045
"EGFR",4.16,-0.774,13.9,7.66e-28,2.88e-26,"Non-endocrine","1956","epidermal growth factor receptor","up",27.1157712303674
"CRAT",2.84,1.09,13.8,9.7e-28,3.63e-26,"Non-endocrine","1384","carnitine O-acetyltransferase","up",27.0132282657338
"CACNA2D1",-2.88,1.08,-13.8,1.1e-27,4.07e-26,"None","781","calcium voltage-gated channel auxiliary subunit alpha2delta 1","down",26.9586073148418
"DDX18",1.96,0.55,13.8,1.1e-27,4.07e-26,"None","8886","DEAD-box helicase 18","up",26.9586073148418
"ITGA3",2.61,0.788,13.8,1.17e-27,4.31e-26,"None","3675","integrin subunit alpha 3","up",26.9318141382538
"SORL1",-2.63,1.64,-13.8,1.27e-27,4.65e-26,"Endocrine","6653","sortilin related receptor 1","down",26.896196279044
"BDH2",4.16,1.17,13.8,1.61e-27,5.84e-26,"Non-endocrine","56898","3-hydroxybutyrate dehydrogenase 2","up",26.7931741239682
"KIF3B",-1.79,0.276,-13.7,1.76e-27,6.37e-26,"--","9371","kinesin family member 3B","down",26.7544873321858
"ROGDI",-2.16,0.458,-13.7,2.21e-27,7.92e-26,"None","79641","rogdi atypical leucine zipper","down",26.6556077263149
"ARMCX2",-2.16,0.81,-13.7,2.23e-27,7.97e-26,"None","9823","armadillo repeat containing X-linked 2","down",26.6516951369518
"PABPC4",2.13,2.22,13.7,2.42e-27,8.57e-26,"Non-endocrine","8761","poly(A) binding protein cytoplasmic 4","up",26.6161846340196
"FARP1",2.45,-0.141,13.7,2.5e-27,8.83e-26,"None","10160","FERM, ARH/RhoGEF and pleckstrin domain protein 1","up",26.602059991328
"CDC42BPA",-1.99,0.024,-13.6,3.14e-27,1.1e-25,"None","8476","CDC42 binding protein kinase alpha","down",26.5030703519268
"CAMK2D",-1.74,3.15,-13.6,3.67e-27,1.28e-25,"--","817","calcium/calmodulin dependent protein kinase II delta","down",26.4353339357479
"AKT3",-2.59,0.297,-13.6,4.63e-27,1.61e-25,"None","10000","AKT serine/threonine kinase 3","down",26.334419008982
"MTUS2",-3.53,-0.719,-13.6,5.06e-27,1.74e-25,"Endocrine","23281","microtubule associated scaffold protein 2","down",26.2958494831602
"PFN2",-2.75,5.12,-13.5,6.84e-27,2.34e-25,"Endocrine","5217","profilin 2","down",26.1649438982799
"CYFIP2",-2.69,0.448,-13.5,7.5e-27,2.56e-25,"None","26999","cytoplasmic FMR1 interacting protein 2","down",26.1249387366083
"RAB6B",-2.88,0.808,-13.5,7.61e-27,2.58e-25,"None","51560","RAB6B, member RAS oncogene family","down",26.1186153432294
"PACSIN2",1.96,1.73,13.5,7.84e-27,2.64e-25,"Non-endocrine","11252","protein kinase C and casein kinase substrate in neurons 2","up",26.1056839373156
"RRBP1",3.5,3.86,13.5,7.92e-27,2.66e-25,"Non-endocrine","6238","ribosome binding protein 1","up",26.1012748184105
"ATP6V0A1",-2.93,3.4,-13.5,8.95e-27,2.99e-25,"--","535","ATPase H+ transporting V0 subunit a1","down",26.0481769646841
"PARD6B",2.84,-0.586,13.4,9.86e-27,3.27e-25,"None","84612","par-6 family cell polarity regulator beta","up",26.0061230850588
"B3GNT9",-3.39,-1.08,-13.4,1e-26,3.32e-25,"None","84752","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9","down",26
"GP2",10.6,0.969,13.4,1.03e-26,3.37e-25,"Non-endocrine","2813","glycoprotein 2","up",25.9871627752948
"KIF3A",-1.68,0.322,-13.4,1.36e-26,4.44e-25,"--","11127","kinesin family member 3A","down",25.8664610916298
"KIF21A",-2.16,1.07,-13.3,1.75e-26,5.7e-25,"None","55605","kinesin family member 21A","down",25.7569619513137
"TRIM25",1.94,1.49,13.3,2.08e-26,6.71e-25,"None","7706","tripartite motif containing 25","up",25.6819366650372
"TIMP2",-5.26,2.37,-13.3,2.11e-26,6.77e-25,"--","7077","TIMP metallopeptidase inhibitor 2","down",25.6757175447023
"MAPRE2",-1.84,1.25,-13.3,2.38e-26,7.6e-25,"--","10982","microtubule associated protein RP/EB family member 2","down",25.6234230429435
"CLGN",-3.68,-0.253,-13.3,2.66e-26,8.47e-25,"Endocrine","1047","calmegin","down",25.5751183633689
"ACY1",2.4,-0.352,13.3,2.72e-26,8.6e-25,"None","95","aminoacylase 1","up",25.5654310959658
"SCRN1",-2.12,3.69,-13.3,2.74e-26,8.63e-25,"--","9805","secernin 1","down",25.5622494371796
"STX3",-2.79,2.31,-13.2,3.13e-26,9.79e-25,"None","6809","syntaxin 3","down",25.5044556624536
"CTNND1",1.83,2.32,13.2,3.14e-26,9.79e-25,"--","1500","catenin delta 1","up",25.5030703519268
"LNPK",-1.74,1.69,-13.2,3.41e-26,1.06e-24,"--","80856","lunapark, ER junction formation factor","down",25.4672456210075
"PPP1R21",-1.91,1.38,-13.2,3.45e-26,1.06e-24,"--","129285","protein phosphatase 1 regulatory subunit 21","down",25.4621809049267
"CLMN",3.22,-0.0973,13.2,3.7e-26,1.14e-24,"Non-endocrine","79789","calmin","up",25.431798275933
"VPS26B",-1.91,1.94,-13.2,4.93e-26,1.51e-24,"--","112936","VPS26, retromer complex component B","down",25.3071530807228
"ALDH1L1",7.52,-0.511,13.2,5.23e-26,1.59e-24,"Non-endocrine","10840","aldehyde dehydrogenase 1 family member L1","up",25.2814983111327
"ARMH3",-1.63,0.184,-13.2,5.49e-26,1.66e-24,"--","79591","armadillo like helical domain containing 3","down",25.2604276555499
"ARMCX1",-2.29,1.22,-13.1,8.21e-26,2.47e-24,"--","51309","armadillo repeat containing X-linked 1","down",25.0856568428806
"NEBL",-2.81,0.91,-13,1.09e-25,3.25e-24,"None","10529","nebulette","down",24.9625735020594
"ATP6AP1",-2.38,2.92,-13,1.12e-25,3.32e-24,"None","537","ATPase H+ transporting accessory protein 1","down",24.9507819773298
"GIT2",1.77,-0.302,13,1.15e-25,3.41e-24,"--","9815","GIT ArfGAP 2","up",24.9393021596464
"CPE",-4.28,5.83,-12.9,1.84e-25,5.42e-24,"None","1363","carboxypeptidase E","down",24.7351821769905
"CDC42EP1",5.07,-1.13,12.9,1.89e-25,5.54e-24,"Non-endocrine","11135","CDC42 effector protein 1","up",24.7235381958268
"MPP6",-1.96,1.86,-12.9,2.09e-25,6.11e-24,"None","51678","membrane palmitoylated protein 6","down",24.6798537138889
